objectid,parentid,pid,title,archival_call_number,archival_collection,finding_aid_ark,physical_location,archival_series_title,folder_title,box,folder,contributing_institution,contributing_institution_valueURI,creator,personal_creator,personal_creator_valueURI,corporate_creator,corporate_creator_valueURI,interviewee,interviewee_valueURI,interviewer,interviewer_valueURI,personal_contributor,personal_contributor_valueURI,corporate_contributor,corporate_contributor_valueURI,description,table_of_contents,annotation,url,language,location,geographic_subject_fast,geographic_subject_fast_valueURI,topical_subject_fast,topical_subject_fast_valueURI,subject,topical_subject_local,topical_subject_local_valueURI,geographic_subject_lcsh,geographic_subject_lcsh_valueURI,geographic_subject_local,geographic_subject_local_valueURI,geographic_subject_geonames,geographic_subject_geonames_valueURI,coordinates,personal_name_subject,personal_name_subject_valueURI,corporate_name_subject,corporate_name_subject_valueURI,birds_subject,birds_subject_valueURI,chronological_subject,event_subject,event_subject_valueURI,extent,aat_genre,aat_genre_valueURI,dcmi_type,dcmi_type_valueURI,type_of_resource,imt_type,cco_description,rights_management,rights_management_valueURI,date,date_original,date_digital,location_interview,publisher,publisher_valueURI,ark,local_id,preservation_file_name,identifier,pdf_download,format,display_template,object_location,image_access,image_small,image_thumb,image_alt_text,object_transcript,object_ocr,uid,avian_id,project_number,date_created,date_modified,issuance,issuance_start,issuance_end,frequency,digital_collection,digital_collection_ark,hardware_software,disclaimer,image_manipulation,file_size,resolution,colorspace,bits_per_sample,samples_per_pixel,height,width,digital_origin
testcollection_075,testcollection_012,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0063.jpg,ms0581b001f001i0063,,image/jpeg,image,/objects/ms0581b001f001i0063.jpg,/objects/access/ms0581b001f001i0063_ac.jpg,/objects/small/ms0581b001f001i0063_sm.jpg,/objects/thumbs/ms0581b001f001i0063_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_076,testcollection_012,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0064.jpg,ms0581b001f001i0064,,image/jpeg,image,/objects/ms0581b001f001i0064.jpg,/objects/access/ms0581b001f001i0064_ac.jpg,/objects/small/ms0581b001f001i0064_sm.jpg,/objects/thumbs/ms0581b001f001i0064_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_077,testcollection_012,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0065.jpg,ms0581b001f001i0065,,image/jpeg,image,/objects/ms0581b001f001i0065.jpg,/objects/access/ms0581b001f001i0065_ac.jpg,/objects/small/ms0581b001f001i0065_sm.jpg,/objects/thumbs/ms0581b001f001i0065_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_078,testcollection_012,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0066.jpg,ms0581b001f001i0066,,image/jpeg,image,/objects/ms0581b001f001i0066.jpg,/objects/access/ms0581b001f001i0066_ac.jpg,/objects/small/ms0581b001f001i0066_sm.jpg,/objects/thumbs/ms0581b001f001i0066_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_079,testcollection_012,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0067.jpg,ms0581b001f001i0067,,image/jpeg,image,/objects/ms0581b001f001i0067.jpg,/objects/access/ms0581b001f001i0067_ac.jpg,/objects/small/ms0581b001f001i0067_sm.jpg,/objects/thumbs/ms0581b001f001i0067_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_080,testcollection_012,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0068.jpg,ms0581b001f001i0068,,image/jpeg,image,/objects/ms0581b001f001i0068.jpg,/objects/access/ms0581b001f001i0068_ac.jpg,/objects/small/ms0581b001f001i0068_sm.jpg,/objects/thumbs/ms0581b001f001i0068_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_081,testcollection_012,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0069.jpg,ms0581b001f001i0069,,image/jpeg,image,/objects/ms0581b001f001i0069.jpg,/objects/access/ms0581b001f001i0069_ac.jpg,/objects/small/ms0581b001f001i0069_sm.jpg,/objects/thumbs/ms0581b001f001i0069_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_082,testcollection_012,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0070.jpg,ms0581b001f001i0070,,image/jpeg,image,/objects/ms0581b001f001i0070.jpg,/objects/access/ms0581b001f001i0070_ac.jpg,/objects/small/ms0581b001f001i0070_sm.jpg,/objects/thumbs/ms0581b001f001i0070_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_083,testcollection_012,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0071.jpg,ms0581b001f001i0071,,image/jpeg,image,/objects/ms0581b001f001i0071.jpg,/objects/access/ms0581b001f001i0071_ac.jpg,/objects/small/ms0581b001f001i0071_sm.jpg,/objects/thumbs/ms0581b001f001i0071_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_084,testcollection_012,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0072.jpg,ms0581b001f001i0072,,image/jpeg,image,/objects/ms0581b001f001i0072.jpg,/objects/access/ms0581b001f001i0072_ac.jpg,/objects/small/ms0581b001f001i0072_sm.jpg,/objects/thumbs/ms0581b001f001i0072_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_085,testcollection_012,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0073.jpg,ms0581b001f001i0073,,image/jpeg,image,/objects/ms0581b001f001i0073.jpg,/objects/access/ms0581b001f001i0073_ac.jpg,/objects/small/ms0581b001f001i0073_sm.jpg,/objects/thumbs/ms0581b001f001i0073_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_086,testcollection_012,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0074.jpg,ms0581b001f001i0074,,image/jpeg,image,/objects/ms0581b001f001i0074.jpg,/objects/access/ms0581b001f001i0074_ac.jpg,/objects/small/ms0581b001f001i0074_sm.jpg,/objects/thumbs/ms0581b001f001i0074_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_087,testcollection_012,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0075.jpg,ms0581b001f001i0075,,image/jpeg,image,/objects/ms0581b001f001i0075.jpg,/objects/access/ms0581b001f001i0075_ac.jpg,/objects/small/ms0581b001f001i0075_sm.jpg,/objects/thumbs/ms0581b001f001i0075_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_088,testcollection_012,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0076.jpg,ms0581b001f001i0076,,image/jpeg,image,/objects/ms0581b001f001i0076.jpg,/objects/access/ms0581b001f001i0076_ac.jpg,/objects/small/ms0581b001f001i0076_sm.jpg,/objects/thumbs/ms0581b001f001i0076_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_089,testcollection_012,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0077.jpg,ms0581b001f001i0077,,image/jpeg,image,/objects/ms0581b001f001i0077.jpg,/objects/access/ms0581b001f001i0077_ac.jpg,/objects/small/ms0581b001f001i0077_sm.jpg,/objects/thumbs/ms0581b001f001i0077_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_090,testcollection_012,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0078.jpg,ms0581b001f001i0078,,image/jpeg,image,/objects/ms0581b001f001i0078.jpg,/objects/access/ms0581b001f001i0078_ac.jpg,/objects/small/ms0581b001f001i0078_sm.jpg,/objects/thumbs/ms0581b001f001i0078_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_091,testcollection_012,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0079.jpg,ms0581b001f001i0079,,image/jpeg,image,/objects/ms0581b001f001i0079.jpg,/objects/access/ms0581b001f001i0079_ac.jpg,/objects/small/ms0581b001f001i0079_sm.jpg,/objects/thumbs/ms0581b001f001i0079_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_092,testcollection_012,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0080.jpg,ms0581b001f001i0080,,image/jpeg,image,/objects/ms0581b001f001i0080.jpg,/objects/access/ms0581b001f001i0080_ac.jpg,/objects/small/ms0581b001f001i0080_sm.jpg,/objects/thumbs/ms0581b001f001i0080_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_093,testcollection_012,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0081.jpg,ms0581b001f001i0081,,image/jpeg,image,/objects/ms0581b001f001i0081.jpg,/objects/access/ms0581b001f001i0081_ac.jpg,/objects/small/ms0581b001f001i0081_sm.jpg,/objects/thumbs/ms0581b001f001i0081_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_094,testcollection_012,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0082.jpg,ms0581b001f001i0082,,image/jpeg,image,/objects/ms0581b001f001i0082.jpg,/objects/access/ms0581b001f001i0082_ac.jpg,/objects/small/ms0581b001f001i0082_sm.jpg,/objects/thumbs/ms0581b001f001i0082_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_095,testcollection_012,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0083.jpg,ms0581b001f001i0083,,image/jpeg,image,/objects/ms0581b001f001i0083.jpg,/objects/access/ms0581b001f001i0083_ac.jpg,/objects/small/ms0581b001f001i0083_sm.jpg,/objects/thumbs/ms0581b001f001i0083_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_096,testcollection_012,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0084.jpg,ms0581b001f001i0084,,image/jpeg,image,/objects/ms0581b001f001i0084.jpg,/objects/access/ms0581b001f001i0084_ac.jpg,/objects/small/ms0581b001f001i0084_sm.jpg,/objects/thumbs/ms0581b001f001i0084_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_097,testcollection_012,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0085.jpg,ms0581b001f001i0085,,image/jpeg,image,/objects/ms0581b001f001i0085.jpg,/objects/access/ms0581b001f001i0085_ac.jpg,/objects/small/ms0581b001f001i0085_sm.jpg,/objects/thumbs/ms0581b001f001i0085_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_098,testcollection_012,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0086.jpg,ms0581b001f001i0086,,image/jpeg,image,/objects/ms0581b001f001i0086.jpg,/objects/access/ms0581b001f001i0086_ac.jpg,/objects/small/ms0581b001f001i0086_sm.jpg,/objects/thumbs/ms0581b001f001i0086_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_099,testcollection_012,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0087.jpg,ms0581b001f001i0087,,image/jpeg,image,/objects/ms0581b001f001i0087.jpg,/objects/access/ms0581b001f001i0087_ac.jpg,/objects/small/ms0581b001f001i0087_sm.jpg,/objects/thumbs/ms0581b001f001i0087_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_100,testcollection_012,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0088.jpg,ms0581b001f001i0088,,image/jpeg,image,/objects/ms0581b001f001i0088.jpg,/objects/access/ms0581b001f001i0088_ac.jpg,/objects/small/ms0581b001f001i0088_sm.jpg,/objects/thumbs/ms0581b001f001i0088_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_101,testcollection_012,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0089.jpg,ms0581b001f001i0089,,image/jpeg,image,/objects/ms0581b001f001i0089.jpg,/objects/access/ms0581b001f001i0089_ac.jpg,/objects/small/ms0581b001f001i0089_sm.jpg,/objects/thumbs/ms0581b001f001i0089_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_102,testcollection_012,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0090.jpg,ms0581b001f001i0090,,image/jpeg,image,/objects/ms0581b001f001i0090.jpg,/objects/access/ms0581b001f001i0090_ac.jpg,/objects/small/ms0581b001f001i0090_sm.jpg,/objects/thumbs/ms0581b001f001i0090_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_103,testcollection_012,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0091.jpg,ms0581b001f001i0091,,image/jpeg,image,/objects/ms0581b001f001i0091.jpg,/objects/access/ms0581b001f001i0091_ac.jpg,/objects/small/ms0581b001f001i0091_sm.jpg,/objects/thumbs/ms0581b001f001i0091_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_104,testcollection_012,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0092.jpg,ms0581b001f001i0092,,image/jpeg,image,/objects/ms0581b001f001i0092.jpg,/objects/access/ms0581b001f001i0092_ac.jpg,/objects/small/ms0581b001f001i0092_sm.jpg,/objects/thumbs/ms0581b001f001i0092_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_105,testcollection_012,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0093.jpg,ms0581b001f001i0093,,image/jpeg,image,/objects/ms0581b001f001i0093.jpg,/objects/access/ms0581b001f001i0093_ac.jpg,/objects/small/ms0581b001f001i0093_sm.jpg,/objects/thumbs/ms0581b001f001i0093_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_106,testcollection_012,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0094.jpg,ms0581b001f001i0094,,image/jpeg,image,/objects/ms0581b001f001i0094.jpg,/objects/access/ms0581b001f001i0094_ac.jpg,/objects/small/ms0581b001f001i0094_sm.jpg,/objects/thumbs/ms0581b001f001i0094_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_107,testcollection_012,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0095.jpg,ms0581b001f001i0095,,image/jpeg,image,/objects/ms0581b001f001i0095.jpg,/objects/access/ms0581b001f001i0095_ac.jpg,/objects/small/ms0581b001f001i0095_sm.jpg,/objects/thumbs/ms0581b001f001i0095_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_108,testcollection_012,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0096.jpg,ms0581b001f001i0096,,image/jpeg,image,/objects/ms0581b001f001i0096.jpg,/objects/access/ms0581b001f001i0096_ac.jpg,/objects/small/ms0581b001f001i0096_sm.jpg,/objects/thumbs/ms0581b001f001i0096_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_109,testcollection_012,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0097.jpg,ms0581b001f001i0097,,image/jpeg,image,/objects/ms0581b001f001i0097.jpg,/objects/access/ms0581b001f001i0097_ac.jpg,/objects/small/ms0581b001f001i0097_sm.jpg,/objects/thumbs/ms0581b001f001i0097_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_110,testcollection_012,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0098.jpg,ms0581b001f001i0098,,image/jpeg,image,/objects/ms0581b001f001i0098.jpg,/objects/access/ms0581b001f001i0098_ac.jpg,/objects/small/ms0581b001f001i0098_sm.jpg,/objects/thumbs/ms0581b001f001i0098_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_111,testcollection_012,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0099.jpg,ms0581b001f001i0099,,image/jpeg,image,/objects/ms0581b001f001i0099.jpg,/objects/access/ms0581b001f001i0099_ac.jpg,/objects/small/ms0581b001f001i0099_sm.jpg,/objects/thumbs/ms0581b001f001i0099_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_112,testcollection_012,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0100.jpg,ms0581b001f001i0100,,image/jpeg,image,/objects/ms0581b001f001i0100.jpg,/objects/access/ms0581b001f001i0100_ac.jpg,/objects/small/ms0581b001f001i0100_sm.jpg,/objects/thumbs/ms0581b001f001i0100_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_113,testcollection_012,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0101.jpg,ms0581b001f001i0101,,image/jpeg,image,/objects/ms0581b001f001i0101.jpg,/objects/access/ms0581b001f001i0101_ac.jpg,/objects/small/ms0581b001f001i0101_sm.jpg,/objects/thumbs/ms0581b001f001i0101_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_114,testcollection_012,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0102.jpg,ms0581b001f001i0102,,image/jpeg,image,/objects/ms0581b001f001i0102.jpg,/objects/access/ms0581b001f001i0102_ac.jpg,/objects/small/ms0581b001f001i0102_sm.jpg,/objects/thumbs/ms0581b001f001i0102_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_115,testcollection_012,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0103.jpg,ms0581b001f001i0103,,image/jpeg,image,/objects/ms0581b001f001i0103.jpg,/objects/access/ms0581b001f001i0103_ac.jpg,/objects/small/ms0581b001f001i0103_sm.jpg,/objects/thumbs/ms0581b001f001i0103_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_116,testcollection_012,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0104.jpg,ms0581b001f001i0104,,image/jpeg,image,/objects/ms0581b001f001i0104.jpg,/objects/access/ms0581b001f001i0104_ac.jpg,/objects/small/ms0581b001f001i0104_sm.jpg,/objects/thumbs/ms0581b001f001i0104_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_117,testcollection_012,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0105.jpg,ms0581b001f001i0105,,image/jpeg,image,/objects/ms0581b001f001i0105.jpg,/objects/access/ms0581b001f001i0105_ac.jpg,/objects/small/ms0581b001f001i0105_sm.jpg,/objects/thumbs/ms0581b001f001i0105_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_118,testcollection_012,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0106.jpg,ms0581b001f001i0106,,image/jpeg,image,/objects/ms0581b001f001i0106.jpg,/objects/access/ms0581b001f001i0106_ac.jpg,/objects/small/ms0581b001f001i0106_sm.jpg,/objects/thumbs/ms0581b001f001i0106_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_119,testcollection_012,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0107.jpg,ms0581b001f001i0107,,image/jpeg,image,/objects/ms0581b001f001i0107.jpg,/objects/access/ms0581b001f001i0107_ac.jpg,/objects/small/ms0581b001f001i0107_sm.jpg,/objects/thumbs/ms0581b001f001i0107_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_120,testcollection_012,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0108.jpg,ms0581b001f001i0108,,image/jpeg,image,/objects/ms0581b001f001i0108.jpg,/objects/access/ms0581b001f001i0108_ac.jpg,/objects/small/ms0581b001f001i0108_sm.jpg,/objects/thumbs/ms0581b001f001i0108_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_121,,,Record book of the Iowa Ornithologists' Association [MODAL MIRADOR],MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,"Record Book, 1895-1897",1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,Iowa Ornithological Association,,,,,,,,,"Bartsch, Paul, 1871-1960;Merriam, C. Hart (Clinton Hart), 1855-1942;Currier, Edmonde S.;Giddings, Harold Joseph;Henning, Carl Fritz;Hoover, George C.;Rich, Guy C.;Savage, David L.;Bailey, Bert Heald;Heaton, Hiram;Irons, Ernest E. (Ernest Edward), 1877-;Law, John Eugene, 1877-1931;Goss, R. D.",http://id.loc.gov/authorities/names/n88013379;http://id.loc.gov/authorities/names/n80024499;;;;;;;;;http://id.loc.gov/authorities/names/no99076166;http://id.loc.gov/authorities/names/n92048088;,,,"IIIF viewer version of the record book for the Iowa Ornithological Association. The book covers the period from the group's founding as the Iowa Ornithologist's Association on June 15, 1894 to January 16, 1898. The record book includes meeting minutes, copies of the organization's constitution, financial reports, officer and membership lists, and letters regarding the Iowa Ornithological Association.",,,,eng,Iowa City;Iowa;Mount Vernon;Salem;Manchester,,,"Ornithology--Societies, etc;Meetings;Societies--History, organization, etc.",http://id.worldcat.org/fast/1048364;http://id.worldcat.org/fast/1015496;http://id.worldcat.org/fast/1123789,"Brown, J.H.;Keyes, Charles R. (Charles Reuben), 1871-1951",;http://id.loc.gov/authorities/names/n88218780,,,,WGS 84,108 pages,Iowa City;Iowa;Mount Vernon;Salem;Manchester,http://sws.geonames.org/4862034;http://sws.geonames.org/4862182;http://sws.geonames.org/4868251;http://sws.geonames.org/4875384;http://sws.geonames.org/4865996,"-91.45543, -91.45543",http://vocab.getty.edu/aat/300027425;http://vocab.getty.edu/aat/300026867;http://vocab.getty.edu/aat/300026877,Text,image/jpeg,,,,,,,,reformatted digital; Digitized with Nikon camera,,Text,,,,,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,1894-06-15,,2019-01-15,,,,https://n2t.net/ark:/87292/w9736m679,,,,/objects/pdf/ms0581.pdf,,book-mirador,,,/objects/small/ms0581b001f001i0001_sm.jpg,/objects/thumbs/ms0581b001f001i0001_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_122,testcollection_121,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0001.jpg,ms0581b001f001i0001,,image/jpeg,image,/objects/ms0581b001f001i0001.jpg,/objects/access/ms0581b001f001i0001_ac.jpg,/objects/small/ms0581b001f001i0001_sm.jpg,/objects/thumbs/ms0581b001f001i0001_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
testcollection_123,testcollection_121,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,administrative records;clippings (information artifacts);correspondence,,,,,,,,,,,,,,,,,,,,,,,,,,,,ms0581b001f001i0002.jpg,ms0581b001f001i0002,,image/jpeg,image,/objects/ms0581b001f001i0002.jpg,/objects/access/ms0581b001f001i0002_ac.jpg,/objects/small/ms0581b001f001i0002_sm.jpg,/objects/thumbs/ms0581b001f001i0002_th.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
